,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,000001.SH,20181224,2527.0071,2506.7372,2529.4395,2500.443,2516.2505,10.7566,0.4275,97339852.0,85760935.8
1,000001.SH,20181221,2516.2506,2526.5535,2527.4214,2498.6937,2536.2675,-20.0169,-0.7892,115671200.0,101360622.8
2,000001.SH,20181220,2536.2675,2544.5054,2554.8586,2516.0193,2549.5634,-13.2959,-0.5215,120566496.0,103504982.7
3,000001.SH,20181219,2549.5634,2578.675,2579.8743,2547.0783,2576.6495,-27.0861,-1.0512,107661797.0,93713175.0
4,000001.SH,20181218,2576.6495,2583.6343,2599.1479,2563.5731,2597.9737,-21.3242,-0.8208,117033370.0,99306536.4
5,000001.SH,20181217,2597.9737,2587.2632,2598.967,2573.8674,2593.7406,4.2331,0.1632,117363250.0,102960848.5
6,000001.SH,20181214,2593.7407,2627.2833,2629.1641,2593.7407,2634.0491,-40.3084,-1.5303,145942488.0,123724985.2
7,000001.SH,20181213,2634.0491,2607.144,2645.8367,2599.4586,2602.1526,31.8965,1.2258,150738115.0,132396107.0
8,000001.SH,20181212,2602.1526,2608.1141,2610.0086,2595.075,2594.0881,8.0645,0.3109,103518301.0,88998195.8
9,000001.SH,20181211,2594.0881,2587.0148,2596.1464,2583.1959,2584.5821,9.506,0.3678,101304364.0,85404123.4
10,000001.SH,20181210,2584.5822,2589.194,2599.7615,2576.2424,2605.8876,-21.3054,-0.8176,113199669.0,99148143.0
11,000001.SH,20181207,2605.8876,2609.3408,2614.5817,2599.2775,2605.1813,0.7063,0.0271,109074993.0,97727662.6
12,000001.SH,20181206,2605.1813,2629.8196,2633.6778,2603.1323,2649.8051,-44.6238,-1.684,141661650.0,129092979.7
13,000001.SH,20181205,2649.8051,2629.8328,2660.3888,2625.9132,2665.9577,-16.1526,-0.6059,154502056.0,133730209.0
14,000001.SH,20181204,2665.9577,2651.5613,2666.0784,2644.8964,2654.7979,11.1598,0.4204,167940558.0,144143400.0
15,000001.SH,20181203,2654.798,2647.1319,2665.298,2629.1843,2588.1875,66.6105,2.5736,207478955.0,187831789.1
16,000001.SH,20181130,2588.1875,2564.5644,2590.2102,2555.3223,2567.4434,20.7441,0.808,139329021.0,112219827.2
17,000001.SH,20181129,2567.4434,2613.7805,2617.5479,2567.4434,2601.7365,-34.2931,-1.3181,157168738.0,129472448.0
18,000001.SH,20181128,2601.7365,2575.4541,2601.9626,2561.5618,2574.6792,27.0573,1.0509,145963473.0,119578491.7
19,000001.SH,20181127,2574.6792,2585.8261,2592.5353,2566.1663,2575.8101,-1.1309,-0.0439,123658436.0,102226561.4
20,000001.SH,20181126,2575.8101,2580.8424,2594.9966,2568.0352,2579.4831,-3.673,-0.1424,134314540.0,108158093.0
21,000001.SH,20181123,2579.4831,2640.6674,2642.0356,2577.3511,2645.4339,-65.9508,-2.493,191474549.0,149975643.9
22,000001.SH,20181122,2645.4339,2655.8964,2658.0011,2634.4827,2651.5052,-6.0713,-0.229,149309063.0,125570173.8
23,000001.SH,20181121,2651.5053,2619.8211,2653.796,2617.7759,2645.8545,5.6508,0.2136,182596447.0,149375782.4
24,000001.SH,20181120,2645.8545,2684.2874,2690.8299,2643.3588,2703.5116,-57.6571,-2.1327,215891309.0,180870411.8
25,000001.SH,20181119,2703.5116,2681.8988,2703.5116,2674.1781,2679.1097,24.4019,0.9108,231662827.0,196562706.7
26,000001.SH,20181116,2679.1097,2669.7799,2695.5689,2657.0341,2668.1704,10.9393,0.41,242198849.0,204983603.9
27,000001.SH,20181115,2668.1704,2632.1379,2668.1704,2631.8875,2632.2424,35.928,1.3649,207848721.0,171882491.6
28,000001.SH,20181114,2632.2425,2648.3091,2658.3072,2627.9565,2654.8795,-22.637,-0.8527,238449351.0,176970430.7
29,000001.SH,20181113,2654.8795,2600.5004,2666.4853,2597.3477,2630.5195,24.36,0.9261,249282447.0,189607223.5
30,000001.SH,20181112,2630.5195,2593.2004,2631.1696,2590.2106,2598.8715,31.648,1.2178,175031308.0,142351428.4
31,000001.SH,20181109,2598.8715,2621.238,2621.238,2598.1609,2635.6322,-36.7607,-1.3948,152446307.0,121260494.1
32,000001.SH,20181108,2635.6322,2660.0873,2662.3688,2632.3012,2641.342,-5.7098,-0.2162,159635487.0,128668816.7
33,000001.SH,20181107,2641.342,2659.8446,2675.6772,2639.2463,2659.3564,-18.0144,-0.6774,173201986.0,147261808.7
34,000001.SH,20181106,2659.3564,2660.7193,2660.8627,2635.3207,2665.4306,-6.0742,-0.2279,163669479.0,138800936.4
35,000001.SH,20181105,2665.4306,2665.427,2673.1879,2639.2707,2676.4762,-11.0456,-0.4127,193760100.0,168588913.4
36,000001.SH,20181102,2676.4762,2649.2512,2676.4762,2628.8697,2606.2372,70.239,2.695,225026921.0,207861569.0
37,000001.SH,20181101,2606.2372,2617.0325,2636.7992,2603.6514,2602.7832,3.454,0.1327,200903932.0,180253805.6
