,date,date_str,open,high,low,close,long_high,short_low,long_wave,short_wave,state,key_prices
0,733043.0,20080102,5349.763000000001,5404.928000000001,5283.448,5385.103,5404.928000000001,5283.448,121.48000000000047,121.48000000000047,0,0.0
1,733044.0,20080103,5381.147,5422.673000000001,5315.948,5422.034000000001,5404.928000000001,5283.448,121.48000000000047,121.48000000000047,0,0.0
2,733045.0,20080104,5430.63,5499.085,5422.456,5483.65,5422.673000000001,5283.448,117.79125000000045,116.56166666666711,0,0.0
3,733048.0,20080107,5480.441999999999,5569.151999999999,5455.501,5556.593000000001,5499.085,5283.448,106.5785000000003,109.55880000000033,0,0.0
4,733049.0,20080108,5575.95,5630.624,5485.234,5528.054,5569.151999999999,5283.448,111.84642857142873,107.99300000000002,0,0.0
5,733050.0,20080109,5507.116,5614.678000000001,5490.305,5613.758000000001,5630.624,5283.448,115.26214285714286,117.12750000000014,0,0.0
6,733051.0,20080110,5631.645,5707.6669999999995,5602.594,5672.154,5630.624,5283.448,115.67542857142858,117.41680000000015,0,0.0
7,733052.0,20080111,5688.563,5702.571999999999,5629.638000000001,5699.147,5707.6669999999995,5283.448,117.40578571428588,114.79243333333338,0,0.0
8,733055.0,20080114,5717.525,5756.919,5679.286999999999,5731.757,5707.6669999999995,5283.448,113.9382142857143,110.92149999999984,0,0.0
9,733056.0,20080115,5743.431,5754.107,5652.04,5696.45,5756.919,5283.448,110.01576785714288,106.53669999999984,0,0.0
10,733057.0,20080116,5642.566,5642.566,5498.39,5505.717,5756.919,5283.448,106.22639285714281,113.03770000000013,0,0.0
11,733058.0,20080117,5445.803000000001,5533.65,5226.639,5365.624,5756.919,5283.448,111.0407142857142,114.17250000000008,0,0.0
12,733059.0,20080118,5358.183000000001,5419.57,5307.496,5414.468000000001,5756.919,5226.639,124.29292857142842,121.72763333333337,0,0.0
13,733062.0,20080121,5424.64,5434.349,5122.463,5145.734,5756.919,5226.639,123.62107142857121,119.99844999999996,0,0.0
14,733063.0,20080122,5015.428,5032.245,4708.388,4753.8679999999995,5756.919,5122.463,129.35075000000012,129.12729999999988,0,0.0
15,733064.0,20080123,4787.170999999999,4976.272,4751.499,4975.111,5756.919,4708.388,136.5785000000001,142.61789999999996,0,0.0
16,733065.0,20080124,5034.532999999999,5079.795999999999,4926.374,5027.213,5756.919,4708.388,138.9501250000001,147.78254999999996,0,0.0
17,733066.0,20080125,5022.896,5121.407999999999,4966.519,5077.429,5756.919,4708.388,136.08635714285714,148.88781666666657,0,0.0
18,733069.0,20080128,5038.5070000000005,5038.5070000000005,4711.277,4731.883,5756.919,4708.388,140.1931071428571,151.05009999999984,0,0.0
19,733070.0,20080129,4742.901,4845.657999999999,4688.728,4762.083,5756.919,4708.388,148.3952499999999,161.33759999999984,0,0.0
20,733071.0,20080130,4817.161,4858.101,4606.144,4710.652,5756.919,4688.728,149.76464285714272,163.1100999999998,0,0.0
21,733072.0,20080131,4693.607,4733.6990000000005,4614.282,4620.401,5756.919,4606.144,155.87567857142852,169.63394999999974,0,0.0
22,733073.0,20080201,4623.621,4660.994000000001,4414.119000000001,4571.945,5756.919,4606.144,155.80199999999994,170.26854999999972,0,0.0
23,733076.0,20080204,4695.545999999999,4951.248,4695.545999999999,4950.124,5756.919,4414.119000000001,159.88516964285708,178.78084999999973,0,0.0
24,733077.0,20080205,4942.875,4995.5740000000005,4878.119000000001,4921.829000000001,5756.919,4414.119000000001,163.4774464285713,185.8833999999998,0,0.0
25,733085.0,20080213,4858.814,4883.244000000001,4785.8,4816.084,5756.919,4414.119000000001,164.93028571428562,184.48664999999983,0,0.0
26,733086.0,20080214,4858.849,4913.318,4842.847,4880.252,5756.919,4414.119000000001,164.07185714285703,183.14019999999982,0,0.0
27,733087.0,20080215,4846.024,4846.024,4742.101,4813.311,5756.919,4414.119000000001,162.25010714285705,181.4100999999999,0,0.0
28,733090.0,20080218,4875.215,4944.88,4845.308,4910.992,5756.919,4414.119000000001,141.91647272727292,182.95954999999998,0,0.0
29,733091.0,20080219,4926.839,5020.753,4885.695,5020.753,5756.919,4414.119000000001,141.51814545454562,184.05654999999996,0,0.0
30,733092.0,20080220,5032.777,5062.2609999999995,4901.661,4908.717000000001,5756.919,4414.119000000001,140.22245000000015,185.70609999999996,0,0.0
31,733093.0,20080221,4878.569,4924.4490000000005,4796.099,4876.03,5756.919,4414.119000000001,136.2447545454546,186.52729999999997,0,0.0
32,733094.0,20080222,4850.8820000000005,4850.8820000000005,4649.813,4702.241,5756.919,4414.119000000001,139.09808311688315,177.59425000000002,0,0.0
33,733097.0,20080225,4704.316,4722.6359999999995,4510.695,4519.782999999999,5756.919,4414.119000000001,141.78723376623375,182.04400000000004,0,0.0
34,733098.0,20080226,4637.6,4668.831,4394.594,4515.532999999999,5756.919,4414.119000000001,143.5822649350649,177.04675000000003,0,0.0
35,733099.0,20080227,4543.097,4660.407999999999,4500.89,4639.768,5756.919,4394.594,147.50742207792212,174.56575000000004,0,0.0
36,733100.0,20080228,4651.157,4670.173,4582.823,4622.056,5756.919,4394.594,147.37941428571426,171.30299999999997,0,0.0
37,733101.0,20080229,4616.24,4683.159000000001,4597.627,4674.55,5756.919,4394.594,145.63054058441557,167.99939999999998,0,0.0
38,733104.0,20080303,4648.735,4803.9,4611.7,4790.744000000001,5756.919,4394.594,143.46966558441554,164.53155,0,0.0
39,733105.0,20080304,4813.401,4836.657,4657.380999999999,4671.148,5756.919,4394.594,146.70622337662329,157.78005,0,0.0
40,733106.0,20080305,4650.518,4689.967000000001,4519.7429999999995,4628.724,5756.919,4394.594,150.88940129870122,158.89735000000005,0,0.0
41,733107.0,20080306,4645.069,4746.584,4592.621,4685.03,5756.919,4394.594,151.61685324675315,154.81070000000014,0,0.0
42,733108.0,20080307,4641.755,4693.207,4597.009,4621.685,5756.919,4394.594,151.70138181818186,156.5380000000001,0,0.0
43,733111.0,20080310,4588.727,4588.765,4406.232,4431.589,5756.919,4394.594,151.24170909090915,149.00415000000012,0,0.0
44,733112.0,20080311,4393.282,4441.184,4315.183,4441.184,5756.919,4394.594,151.74815000000004,145.34570000000014,0,0.0
45,733113.0,20080312,4534.811,4553.335999999999,4308.35,4309.648,5756.919,4315.183,149.9955363636364,145.77300000000014,0,0.0
46,733114.0,20080313,4266.273,4296.3640000000005,4121.275,4198.96,5756.919,4308.35,153.6285922077922,153.15010000000007,0,0.0
47,733115.0,20080314,4179.438,4212.407999999999,4092.7909999999997,4157.871,5756.919,4121.275,154.97592467532465,158.38100000000009,0,0.0
48,733118.0,20080317,4138.877,4138.877,3958.292,3965.2790000000005,5756.919,4092.7909999999997,154.98713766233763,159.16570000000004,0,0.0
49,733119.0,20080318,3924.87,3996.9590000000003,3700.35,3763.948,5756.919,3958.292,156.69500000000005,163.21635000000006,0,0.0
50,733120.0,20080319,3837.603,3954.466,3776.301,3888.861,5756.919,3700.35,159.87916363636367,171.29390000000006,0,0.0
51,733121.0,20080320,3833.205,4044.692,3658.04,4001.8320000000003,5756.919,3700.35,160.64152727272727,172.1721500000001,0,0.0
52,733122.0,20080321,3998.197,4083.163,3958.967,4037.83,5756.919,3658.04,165.7311090909091,185.0872500000001,0,0.0
53,733125.0,20080324,4086.07,4103.5740000000005,3857.091,3857.091,5756.919,3658.04,165.7804909090909,181.24360000000007,0,0.0
54,733126.0,20080325,3780.4590000000003,3937.671,3747.0190000000002,3905.7740000000003,5756.919,3658.04,168.05327272727274,182.9707000000001,0,0.0
