,ts_code,trade_date,open,close,high,low,pre_close,change,pct_chg,vol,amount
18,000300.SH,20180716,3525.7503,3466.4236,3527.5335,3398.9532,3492.6897,-20.6038,-0.5899,418012476.0,529240229.15099996
19,000300.SH,20180709,3472.0859,3464.9064,3506.2355,3375.1441,3365.1227,94.061,2.7952,379181233.0,488148940.655
20,000300.SH,20180702,3459.1837,3410.4767,3459.3153,3295.7296,3510.9845,-103.0207,-2.9342,414723795.0,531492004.206
21,000300.SH,20180625,3407.9638,3521.5876,3541.782,3383.5006,3608.9046,-48.4269,-1.3419,404003617.0,519549499.231
22,000300.SH,20180611,3560.4777,3783.1858,3830.4709999999995,3542.4564,3779.6159,0.3659,0.0097,789872563.0,1040786940.843
23,000300.SH,20180604,3779.9818,3811.2852,3859.8476,3756.5148,3770.5891,36.989000000000004,0.981,384107913.0,554185942.662
24,000300.SH,20180528,3807.5781,3824.1909,3841.7794,3722.0719,3816.498,16.7619,0.4392,416578995.0,584774312.885
25,000300.SH,20180521,3833.2599,3918.8153,3918.8153,3799.3207,3903.0637,18.1784,0.4657,369793637.0,502645250.614
26,000300.SH,20180514,3921.2421,3920.1395,3937.4607,3841.8959999999997,3872.8383,36.455,0.9413,372249017.0,517082578.618
27,000300.SH,20180507,3909.2933,3834.6141,3919.2999,3833.7290000000003,3774.5981,59.5896,1.5787,386928535.0,561259404.4200001
28,000300.SH,20180423,3834.1877,3769.8787,3854.4292,3714.6444,3760.8543,5.4714,0.1455,705177140.0,986830601.9319999
29,000300.SH,20180416,3766.3257,3812.8746,3824.0321,3708.1068,3871.1443,-62.2813,-1.6089,485980772.0,632430245.579
30,000300.SH,20180409,3808.863,3860.7225,3958.7071,3789.6121,3854.8625,-1.9333,-0.0502,471568206.0,616494850.168
31,000300.SH,20180402,3852.9292,3850.1546,3898.6126,3827.4133,3898.4977,-11.5788,-0.297,267973440.0,381810277.552
32,000300.SH,20180326,3886.9189,3927.492,3937.0183,3794.2617,3904.9355,-25.0425,-0.6413,540579621.0,780452641.1040001
