,order_time,price,volume,amount,commision,total,total volume,total value,cash,credit,market value,lever,back
50,20100817,29.29614,4100,120114.174,122.51645748,120236.69045748,4100,120114.174,96206.05831456222,0.0,216320.23231456222,0.0,0.11123875136226413
51,20100906,29.779861500000003,4000,119119.44600000001,121.50183492000001,119240.94783492,8100,241216.87815000003,0.0,22967.523388281188,218249.35476171883,0.10523524073350303,0.10331286640658965
52,20100916,28.8812565,-8100,-233938.17765,472.555118853,-233465.622531147,0,0.0,210442.91917383508,0.0,210442.91917383508,0.0,0.13538595252647068
53,20101008,29.91435,4700,140597.445,143.40939390000003,140740.8543939,4700,140597.445,69786.2566800823,0.0,210383.7016800823,0.0,0.13562925022047645
54,20101011,30.69188,4600,141182.64800000002,144.00630096000003,141326.65430096,9300,285434.484,0.0,71536.90830804371,213897.57569195627,0.33444468959791906,0.12119234332122952
55,20101012,31.21636,4500,140473.62,143.28309240000002,140616.9030924,13800,430785.76800000004,0.0,212175.27247293614,218610.4955270639,0.9705630645106375,0.10182910358834651
56,20101013,31.76886,4400,139782.984,142.57864368,139925.56264368,18200,578193.252,0.0,352164.487698358,226028.76430164196,1.5580516434996046,0.07135081800090781
57,20101112,33.412224,-18200,-608102.4768000001,1228.3670031360002,-606874.1097968641,0,0.0,252378.00031610968,0.0,252378.00031610968,0.0,0.13500446078750694
58,20110307,32.874050000000004,4600,151220.63,154.2450426,151374.8750426,4600,151220.63,101951.29577922088,0.0,253171.92577922088,0.0,0.13228337581497274
59,20110308,33.426419,4500,150418.8855,153.42726321,150572.31276321,9100,304180.41290000005,0.0,48615.91941920016,255564.4934807999,0.19022955324133314,0.12408313495983658
60,20110314,32.358359,-9100,-294461.0669,594.811355138,-293866.25554486195,0,0.0,245191.97076451135,0.0,245191.97076451135,0.0,0.1596337212578972
61,20110411,33.6337,5100,171531.87,174.9625074,171706.8325074,5100,171531.87,73705.90484174297,0.0,245237.77484174297,0.0,0.15947673323820666
62,20110425,32.777049,-5100,-167162.94989999998,337.66915879799996,-166825.28074120198,0,0.0,240568.04682838585,0.0,240568.04682838585,0.0,0.17548166986433977
63,20120227,26.58121,5600,148854.77599999998,151.83187152,149006.60787151998,5600,148854.77599999998,94039.87978692629,0.0,242894.65578692628,0.0,0.16750749474563453
