,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,601318.SH,20181212,62.8,62.83,62.04,62.46,62.17,0.29,0.4665,387392.32,2415069.23
1,601318.SH,20181211,62.18,62.57,61.82,62.17,62.18,-0.01,-0.0161,419948.88,2605529.172
2,601318.SH,20181210,62.5,62.68,61.82,62.18,63.0,-0.82,-1.3016,494650.59,3075386.868
3,601318.SH,20181207,63.32,63.53,62.98,63.0,63.0,0.0,0.0,270297.17,1709048.611
4,601318.SH,20181206,63.66,63.88,62.89,63.0,64.25,-1.25,-1.9455,585865.13,3710782.048
5,601318.SH,20181205,64.05,64.6,63.98,64.25,64.89,-0.64,-0.9863,450207.12,2892938.998
6,601318.SH,20181204,64.95,65.08,64.16,64.89,64.99,-0.1,-0.1539,562473.14,3640115.194
7,601318.SH,20181203,65.2,66.05,64.77,64.99,63.49,1.5,2.3626,1121943.02,7325910.545
8,601318.SH,20181130,63.06,63.65,62.9,63.49,63.05,0.44,0.6979,349171.09,2212885.743
9,601318.SH,20181129,64.3,64.38,63.0,63.05,63.77,-0.72,-1.1291,386653.89,2460470.881
10,601318.SH,20181128,63.12,63.96,63.01,63.77,63.11,0.66,1.0458,411690.32,2616356.268
11,601318.SH,20181127,63.31,63.88,62.91,63.11,63.2,-0.09,-0.1424,375596.84,2377828.917
12,601318.SH,20181126,63.0,63.87,62.8,63.2,62.64,0.56,0.894,369989.07,2340406.531
13,601318.SH,20181123,63.15,63.59,62.52,62.64,63.14,-0.5,-0.7919,372335.17,2339115.029
14,601318.SH,20181122,64.18,64.2,62.82,63.14,64.01,-0.87,-1.3592,443683.53,2803339.519
15,601318.SH,20181121,63.53,64.14,63.53,64.01,64.1,-0.09,-0.1404,385249.31,2459066.015
16,601318.SH,20181120,65.0,65.44,63.91,64.1,65.72,-1.62,-2.465,591762.58,3810974.173
17,601318.SH,20181119,65.25,66.2,64.8,65.72,65.25,0.47,0.7203,507628.91,3324370.817
18,601318.SH,20181116,65.0,66.39,64.69,65.25,65.1,0.15,0.2304,619879.08,4063786.057
19,601318.SH,20181115,64.0,65.14,63.77,65.1,63.95,1.15,1.7983,500579.86,3231462.676
20,601318.SH,20181114,65.05,65.09,63.6,63.95,65.01,-1.06,-1.6305,573814.07,3680152.361
21,601318.SH,20181113,63.78,65.57,63.5,65.01,64.66,0.35,0.5413,520997.95,3362080.743
22,601318.SH,20181112,64.4,65.14,63.75,64.66,64.62,0.04,0.0619,458511.64,2956910.272
