,order_time,code,price,volume,amount,commision,total,total volume,total value,cash,credit,market value,lever,back
1163,20160413,600570.sh,63.15,70800,4471020.0,4560.4404,4475580.4404,70800,4471020.0,45712644.971243225,0.0,61779862.69851595,0.0,0.03158748148978574
1164,20160413,300033.sz,77.068,46400,3575955.1999999997,3647.474304,3579602.6743039996,46400,3575955.1999999997,42133042.296939224,0.0,61776215.224211946,0.0,0.031644656427097906
1165,20160413,002153.sz,33.44,104600,3497823.9999999995,3567.7804799999994,3501391.7804799997,104600,3497823.9999999995,38631650.51645923,0.0,61772647.44373195,0.0,0.031700582146729106
1166,20160413,300296.sz,8.605272727272727,473500,4074596.6363636362,4156.088569090909,4078752.724932727,473500,4074596.6363636362,34552897.7915265,0.0,61768491.35516286,0.0,0.03176572972107683
1167,20160413,300122.sz,17.03,206400,3514992.0000000005,3585.291840000001,3518577.2918400005,206400,3514992.0000000005,31034320.499686494,0.0,61764906.06332286,0.0,0.03182192993500921
1168,20160413,002466.sz,42.073454545454545,77500,3260692.727272727,3325.9065818181816,3264018.633854545,77500,3260692.727272727,27770301.86583195,0.0,61761580.15674104,0.0,0.03187406422972183
1169,20160413,000408.sz,16.150363636363636,263800,4260465.927272727,4345.675245818181,4264811.6025185445,263800,4260465.927272727,23505490.263313405,0.0,61757234.481495224,0.0,0.031942183615644715
1170,20160420,600233.sh,18.68,-284200,-5308856.0,10723.88912,-5298132.11088,0,0.0,28809499.33442588,0.0,61018989.33442588,0.0,0.04351433368079105
1171,20160420,000839.sz,7.99,-453900,-3626661.0,7325.85522,-3619335.14478,0,0.0,32428834.47920588,0.0,61011663.47920588,0.0,0.043629168023147424
1172,20160420,002460.sz,19.63,-171700,-3370471.0,6808.35142,-3363662.64858,0,0.0,35792497.12778588,0.0,61015157.12778588,0.0,0.04357440433685278
1173,20160420,600570.sh,57.7,-70800,-4085160.0,8252.023200000001,-4076907.9768,0,0.0,39869405.10458588,0.0,61016109.10458588,0.0,0.04355948189756287
1174,20160420,300033.sz,75.61,-46400,-3508304.0,7086.77408,-3501217.22592,0,0.0,43370622.33050588,0.0,61000670.33050588,0.0,0.04380148797262473
1175,20160420,002153.sz,31.71,-104600,-3316866.0,6700.06932,-3310165.93068,0,0.0,46680788.26118588,0.0,60997108.26118588,0.0,0.04385732416860533
1176,20160420,300296.sz,8.29,-473500,-3925314.9999999995,7929.136299999999,-3917385.8636999996,0,0.0,50598174.12488588,0.0,60989179.12488588,0.0,0.04398161507050269
1177,20160420,300122.sz,15.54,-206400,-3207456.0,6479.06112,-3200976.93888,0,0.0,53799151.063765876,0.0,60982700.063765876,0.0,0.04408317573481524
1178,20160420,002466.sz,41.08,-77500,-3183700.0,6431.0740000000005,-3177268.926,0,0.0,56976419.989765875,0.0,60994093.989765875,0.0,0.043904573515719636
1179,20160420,000408.sz,15.26,-263800,-4025588.0,8131.687760000001,-4017456.31224,0,0.0,60993876.30200587,0.0,60993876.30200587,0.0,0.043907985817766004
1180,20160712,002352.sz,20.06,136800,2744208.0,2799.09216,2747007.09216,136800,2744208.0,58417887.1013995,0.0,61162095.1013995,0.0,0.04127112027508062
1181,20160712,600489.sh,12.33,440700,5433831.0,5542.50762,5439373.50762,440700,5433831.0,52978513.593779504,0.0,61156552.593779504,0.0,0.04135800026361902
1182,20160712,600547.sh,37.19236363636363,112400,4180421.672727272,4264.030106181818,4184685.7028334537,112400,4180421.672727272,48793827.89094605,0.0,61152288.563673325,0.0,0.04142483984457235
1183,20160712,600188.sh,12.742909090909091,414600,5283210.109090909,5388.874311272727,5288598.983402182,414600,5283210.109090909,43505228.90754387,0.0,61146899.68936205,0.0,0.04150931159824367
1184,20160712,000768.sz,23.8,274000,6521200.0,6651.624,6527851.624,274000,6521200.0,36977377.28354387,0.0,61140248.06536205,0.0,0.041613577222488596
1185,20160712,601225.sh,5.278727272727272,848700,4480055.836363636,4569.656953090909,4484625.493316727,848700,4480055.836363636,32492751.790227145,0.0,61135678.40840896,0.0,0.04168520756942318
1186,20160712,000983.sz,9.606363636363637,480300,4613936.454545455,4706.215183636365,4618642.669729091,480300,4613936.454545455,27874109.120498054,0.0,61130972.193225324,0.0,0.04175897849573418
1187,20160712,600436.sh,45.552727272727275,134200,6113176.0,6235.439520000001,6119411.43952,134200,6113176.0,21754697.680978052,0.0,61124736.75370532,0.0,0.041856720339529696
1188,20160712,603799.sh,18.998363636363635,103700,1970130.3090909088,2009.532915272727,1972139.8420061816,103700,1970130.3090909088,19782557.838971872,0.0,61122727.22079006,0.0,0.041888220196384274
1189,20160712,601899.sh,3.57,2072300,7398111.0,7546.07322,7405657.07322,2072300,7398111.0,12376900.765751872,0.0,61115181.14757006,0.0,0.042006506502838215
1190,20160712,600188.sh,13.185454545454546,414600,5466689.454545454,5576.023243636363,5472265.477789091,829200,10933378.909090908,6904635.287962781,0.0,61293084.46978096,0.0,0.03921783400037038
