,order_time,code,price,volume,amount,commision,total,total volume,total value,cash,credit,market value,lever,back
0,20140722,600760.sh,8.5,23900,203150.0,207.213,203357.213,23900,203150.0,815467.309446815,0.0,1018617.309446815,0.0,0.00020338438605926878
1,20140722,002120.sz,12.12,16800,203616.0,207.68832,203823.68832,16800,203616.0,611643.6211268151,0.0,1018409.6211268151,0.0,0.00040723530977004874
2,20140722,600027.sh,3.88,52400,203312.0,207.37824,203519.37824,52400,203312.0,408124.2428868151,0.0,1018202.2428868151,0.0,0.0006107818827382205
3,20140722,300296.sz,20.6,9800,201880.0,205.9176,202085.9176,9800,201880.0,206038.32528681512,0.0,1017996.3252868152,0.0,0.000812894803523978
4,20140722,600438.sh,10.1,20100,203010.0,207.0702,203217.0702,20100,203010.0,2821.25508681513,0.0,1017789.2550868151,0.0,0.0010161390280571947
5,20140828,600760.sh,8.75,-23900,-209125.0,422.4325,-208702.5675,0,0.0,211527.63375786552,0.0,1058066.6337578655,0.0,0.012024113879442466
6,20140828,002120.sz,12.85,-16800,-215880.0,436.0776,-215443.9224,0,0.0,426971.55615786556,0.0,1062166.5561578656,0.0,0.008195787442402125
7,20140828,600027.sh,3.63,-52400,-190212.0,384.22824,-189827.77176,0,0.0,616799.3279178656,0.0,1064402.3279178655,0.0,0.006108122530501303
8,20140828,300296.sz,25.04,-9800,-245392.0,495.69184,-244896.30816,0,0.0,861695.6360778656,0.0,1064102.6360778655,0.0,0.006387961532829056
9,20140828,600438.sh,10.17,-20100,-204417.0,412.92234,-204004.07766,0,0.0,1065699.7137378657,0.0,1065699.7137378657,0.0,0.00489668095937601
10,20140902,300296.sz,24.7,8600,212420.0,216.66840000000002,212636.6684,8600,212420.0,853222.908287808,0.0,1065642.9082878078,0.0,0.004949723379453097
11,20140902,002179.sz,26.29,8100,212949.0,217.20798000000002,213166.20798,8100,212949.0,640056.7003078079,0.0,1065425.700307808,0.0,0.005152542596755794
12,20140902,600760.sh,9.25,23000,212750.0,217.005,212967.005,23000,212750.0,427089.6953078079,0.0,1065208.695307808,0.0,0.005355172280300469
13,20140902,002120.sz,14.28,14900,212772.0,217.02743999999998,212989.02744,14900,212772.0,214100.66786780788,0.0,1064991.667867808,0.0,0.005557822917326094
14,20140902,002493.sz,11.85,17900,212115.0,216.3573,212331.3573,17900,212115.0,1769.3105678078718,0.0,1064775.3105678079,0.0,0.005759847807220719
15,20140917,300296.sz,24.71,-8600,-212506.0,429.26212,-212076.73788,0,0.0,213846.93330216577,0.0,1155620.9333021657,0.0,0.00029694874751262645
16,20140917,002179.sz,26.56,-8100,-215136.0,434.57472,-214701.42528,0,0.0,428548.3585821658,0.0,1155834.3585821658,0.0,0.00011231908437492333
17,20140917,600760.sh,12.75,-23000,-293250.0,592.365,-292657.635,0,0.0,721205.9935821658,0.0,1181231.9935821658,0.0,0.0
18,20140917,002120.sz,16.35,-14900,-243615.00000000003,492.10230000000007,-243122.89770000003,0,0.0,964328.8912821659,0.0,1180739.891282166,0.0,0.00041660089014994295
19,20140917,002493.sz,12.1,-17900,-216590.0,437.5118,-216152.4882,0,0.0,1180481.379482166,0.0,1180481.379482166,0.0,0.0006354501944394464
20,20140925,600760.sh,13.89,17000,236130.0,240.8526,236370.8526,17000,236130.0,944464.7155670143,0.0,1180594.7155670142,0.0,0.0005395028399282076
21,20140925,002493.sz,13.34,17700,236118.0,240.84036,236358.84036,17700,236118.0,708105.8752070143,0.0,1180353.8752070144,0.0,0.0007433919669653788
