,date,date_str,open,high,low,close,long_high,short_low,long_wave,short_wave,state,key_prices
0,732680.0,20070104,2073.25,2139.494,2054.242,2067.092,2139.494,2054.242,85.25199999999995,85.25199999999995,0,0.0
1,732681.0,20070105,2051.152,2083.402,2030.7620000000002,2072.883,2139.494,2054.242,85.25199999999995,85.25199999999995,0,0.0
2,732684.0,20070108,2072.005,2131.737,2071.721,2131.556,2139.494,2030.7620000000002,77.09899999999993,74.38133333333326,0,0.0
3,732685.0,20070109,2137.485,2201.36,2128.064,2200.0860000000002,2139.494,2030.7620000000002,70.78999999999996,73.68239999999996,0,0.0
4,732686.0,20070110,2210.757,2255.966,2194.77,2255.966,2201.36,2030.7620000000002,75.28,71.29120000000003,0,0.0
5,732687.0,20070111,2257.01,2289.95,2224.366,2231.629,2255.966,2030.7620000000002,71.84342857142857,75.86599999999999,0,0.0
6,732688.0,20070112,2215.859,2249.5429999999997,2159.775,2173.7470000000003,2289.95,2030.7620000000002,69.03371428571427,73.89919999999998,0,0.0
7,732691.0,20070115,2170.9429999999998,2287.6839999999997,2170.9429999999998,2287.342,2289.95,2030.7620000000002,77.46542857142852,72.17666666666659,0,0.0
8,732692.0,20070116,2310.9629999999997,2354.431,2297.238,2353.874,2289.95,2030.7620000000002,79.7146428571428,77.49969999999993,0,0.0
9,732693.0,20070117,2360.41,2393.218,2266.344,2308.931,2354.431,2030.7620000000002,75.9633571428571,74.69379999999997,0,0.0
10,732694.0,20070118,2292.173,2325.528,2240.214,2317.095,2393.218,2030.7620000000002,77.58442857142852,82.05399999999995,0,0.0
11,732695.0,20070119,2320.873,2396.093,2320.873,2396.093,2393.218,2030.7620000000002,80.68785714285708,82.05709999999995,0,0.0
12,732698.0,20070122,2424.815,2491.7110000000002,2424.815,2491.313,2396.093,2030.7620000000002,79.97128571428564,77.75076666666659,0,0.0
13,732699.0,20070123,2508.265,2516.593,2415.111,2508.13,2491.7110000000002,2030.7620000000002,78.6601428571428,77.74529999999996,0,0.0
14,732700.0,20070124,2508.5229999999997,2556.099,2489.9320000000002,2536.428,2516.593,2030.7620000000002,82.53571428571423,77.95899999999997,0,0.0
15,732701.0,20070125,2512.459,2529.4320000000002,2449.051,2452.831,2556.099,2030.7620000000002,81.85410714285709,80.49494999999995,0,0.0
16,732702.0,20070126,2415.746,2524.243,2356.982,2512.922,2556.099,2030.7620000000002,78.7683571428571,80.25139999999996,0,0.0
17,732705.0,20070129,2529.9429999999998,2582.405,2521.5029999999997,2576.917,2556.099,2030.7620000000002,79.44403571428568,83.2647833333333,0,0.0
18,732706.0,20070130,2586.5229999999997,2599.452,2531.776,2551.884,2582.405,2030.7620000000002,81.24639285714285,83.13435,0,0.0
19,732707.0,20070131,2544.3,2548.175,2367.67,2385.335,2599.452,2030.7620000000002,79.75953571428572,82.25555000000001,0,0.0
20,732708.0,20070201,2350.596,2410.422,2310.569,2395.172,2599.452,2030.7620000000002,82.45900000000002,87.01820000000002,0,0.0
21,732709.0,20070202,2397.058,2403.619,2293.277,2298.0029999999997,2599.452,2030.7620000000002,87.03503571428573,87.74825000000003,0,0.0
22,732712.0,20070205,2282.77,2304.3179999999998,2247.929,2271.797,2599.452,2071.721,87.93110714285716,90.63335000000004,0,0.0
23,732713.0,20070206,2271.3720000000003,2316.702,2198.901,2316.04,2599.452,2128.064,86.02674999999999,90.45200000000003,0,0.0
24,732714.0,20070207,2330.428,2390.867,2330.428,2369.7870000000003,2599.452,2159.775,86.51325000000001,92.67725000000003,0,0.0
25,732715.0,20070208,2376.629,2415.959,2354.697,2410.601,2599.452,2159.775,87.17657142857146,92.63940000000005,0,0.0
26,732716.0,20070209,2412.644,2417.643,2376.022,2397.245,2599.452,2159.775,86.31978571428574,92.42330000000004,0,0.0
27,732719.0,20070212,2397.849,2485.759,2396.786,2485.3920000000003,2599.452,2170.9429999999998,84.76153571428574,90.01595000000006,0,0.0
28,732720.0,20070213,2498.345,2526.2270000000003,2489.66,2522.63,2599.452,2198.901,85.06996363636364,88.62755000000007,0,0.0
29,732721.0,20070214,2527.56,2594.661,2520.533,2588.349,2599.452,2198.901,84.18478181818183,87.59625000000008,0,0.0
30,732722.0,20070215,2607.626,2669.183,2607.626,2668.633,2599.452,2198.901,80.5730909090909,84.9589500000001,0,0.0
31,732723.0,20070216,2692.67,2717.57,2660.486,2676.735,2669.183,2198.901,77.50396363636365,83.77110000000009,0,0.0
32,732733.0,20070226,2679.265,2710.301,2641.12,2707.676,2717.57,2198.901,79.41338181818183,82.86430000000011,0,0.0
