,order_time,code,price,volume,amount,commision,total,total volume,total value,cash,credit,market value,lever,back
0,20080110,000300.sh,57.02211,1500,85533.165,87.24382829999999,85620.40882829999,1500,85533.165,15632.342046205289,0.0,101165.50704620528,0.0,0.0008116871120819047
1,20080117,000300.sh,54.391414727272725,-1500,-81587.12209090909,164.80598662363636,-81422.31610428545,0,0.0,97058.56662683039,0.0,97058.56662683039,0.0,0.044795610978149214
2,20081219,000905.sh,22.03295,2500,55082.375,56.1840225,55138.5590225,2500,55082.375,43022.96178869942,0.0,98105.33678869941,0.0,0.03449379540777586
3,20081224,000905.sh,20.209570000000003,-2500,-50523.92500000001,102.05832850000003,-50421.86667150001,0,0.0,93451.28222714533,0.0,93451.28222714533,0.0,0.08029679351958507
4,20090116,000905.sh,22.1689,2400,53205.36,54.2694672,53259.6294672,2400,53205.36,40261.76575789328,0.0,93467.12575789329,0.0,0.08014086900272888
5,20090202,000905.sh,22.91968436363636,2400,55007.24247272727,56.107387322181815,55063.34986004945,4800,110014.48494545453,0.0,14789.5040625119,95224.98088294263,0.15531117911897738,0.06284089241057988
6,20090203,000905.sh,23.670468727272723,2300,54442.078072727265,55.53091963418181,54497.60899236145,7100,168060.32796363634,0.0,69291.5499060921,98768.77805754424,0.7015531756981113,0.0279645210337236
7,20090206,000905.sh,24.421253090909087,2200,53726.75679999999,54.80129193599999,53781.558091935985,9300,227117.6537454545,0.0,123135.48910353289,103982.16464192161,1.1841981702109075,-0.01166065939396943
8,20090814,000905.sh,36.709050000000005,-9300,-341394.16500000004,689.6162133000001,-340704.54878670006,0,0.0,212634.24099658622,0.0,212634.24099658622,0.0,0.15178992871871544
9,20091103,000905.sh,39.70452,3800,150877.176,153.89471952000002,151031.07071952,3800,150877.176,62146.06591709764,0.0,213023.24191709765,0.0,0.15023818193997918
10,20091104,000905.sh,40.816584363636366,3700,151021.36214545456,154.04178938836364,151175.40393484294,7500,306124.38272727275,0.0,89026.23071444943,217098.15201282332,0.41007364590183576,0.1339831339921005
11,20091110,000905.sh,41.93656,3600,150971.616,153.99104832,151125.60704832,11100,465495.816,0.0,240258.7173234069,225237.0986765931,1.0666924708898982,0.10151641321620453
12,20091116,000905.sh,43.048624363636364,3500,150670.18527272728,153.68358897818183,150823.86886170547,14600,628509.9157090909,0.0,391371.0264115577,237138.8892975332,1.6503873640080715,0.05403949405376074
13,20091221,000905.sh,41.87585,-14600,-611387.41,1235.0025682,-610152.4074318,0,0.0,215835.50696014968,0.0,215835.50696014968,0.0,0.2343632162166357
14,20100114,000905.sh,46.51148,4400,204650.512,208.74352224,204859.25552223998,4400,204650.512,11159.78502124775,0.0,215810.29702124774,0.0,0.23445264384053366
15,20100115,000905.sh,47.474793272727275,4300,204141.61107272728,208.2244432941818,204349.83551602147,8700,413030.7014727273,0.0,193189.49250552265,219841.20896720464,0.8787683319843013,0.2201537247169707
16,20100119,000905.sh,48.43810654545455,4300,208283.85814545458,212.4495353083637,208496.30768076295,13000,629695.3850909092,0.0,401801.7312688432,227893.65382206597,1.763110663812344,0.19158915687963496
17,20100120,000905.sh,46.51148,-13000,-604649.24,1221.3914648,-603427.8485352,0,0.0,201505.57674697612,0.0,201505.57674697612,0.0,0.28519600936906153
18,20100406,000905.sh,48.53328,4700,228106.416,232.66854432,228339.08454432,4700,228106.416,0.0,26349.325731523393,201757.0902684766,0.13059925525522076,0.284303811387405
19,20100409,000905.sh,49.39189399999999,4600,227202.71239999996,231.74676664799998,227434.45916664795,9300,459344.61419999995,0.0,253807.50640635908,205537.10779364087,1.2348500430451792,0.27089489409954715
20,20100419,000905.sh,47.674665999999995,-9300,-443374.39379999996,895.6162754759999,-442478.77752452396,0,0.0,188214.07482941294,0.0,188214.07482941294,0.0,0.3323451690376438
21,20100802,000300.sh,28.93687,6200,179408.59399999998,182.99676588,179591.59076587998,6200,179408.59399999998,9291.81465493425,0.0,188700.40865493423,0.0,0.33061998919461666
22,20100818,000300.sh,29.541632181818184,6100,180203.95630909092,183.80803543527276,180387.7643445262,12300,363362.07583636366,0.0,171090.373067394,192271.70276896967,0.8898364689315369,0.317951479838001
23,20100920,000300.sh,28.334220000000002,-12300,-348510.906,703.9920301200001,-347806.91396988,0,0.0,175532.11340721246,0.0,175532.11340721246,0.0,0.3773320958510852
24,20100920,000905.sh,45.98767072727273,3900,179351.91583636365,182.93895415309092,179534.85479051675,3900,179351.91583636365,0.0,4002.7413833042956,175349.17445305936,0.02282726106803441,0.37798103816117656
25,20101227,000905.sh,49.3188,-3900,-192343.32,388.5335064,-191954.7864936,0,0.0,187876.9087885012,0.0,187876.9087885012,0.0,0.33354120358636286
26,20110217,000001.sh,29.390500000000003,7600,223367.80000000002,227.835156,223595.635156,7600,223367.80000000002,0.0,35417.89022954367,187949.90977045635,0.18844324146151292,0.33328224602268686
27,20110223,000001.sh,28.411438181818184,-7600,-215926.9301818182,436.1723989672727,-215490.75778285094,0,0.0,180030.34695554568,0.0,180030.34695554568,0.0,0.36137543925107474
28,20110304,000001.sh,29.44413,7600,223775.388,228.25089576000002,224003.63889576,7600,223775.388,0.0,43910.27186639886,179865.11613360114,0.24412889397509946,0.3619615652174518
29,20110307,000001.sh,29.914926,7500,224361.945,228.8491839,224590.7941839,15100,451715.3826,0.0,268514.2391318588,183201.1434681412,1.4656799299866465,0.3501276215118768
30,20110315,000001.sh,28.973334,-15100,-437497.3434,883.7446336680001,-436613.598766332,0,0.0,167615.6713647828,0.0,167615.6713647828,0.0,0.40541421871278993
31,20110325,000905.sh,52.00699000000001,3800,197626.56200000003,201.57909324000005,197828.14109324003,3800,197626.56200000003,0.0,30145.41172564082,167481.1502743592,0.1799928629356684,0.40589140755198294
32,20110331,000905.sh,50.256839818181824,-3800,-190975.99130909092,385.77150244436365,-190590.21980664655,0,0.0,160408.6173051567,0.0,160408.6173051567,0.0,0.430979918112675
33,20110407,000001.sh,30.120440000000002,7500,225903.30000000002,230.42136600000003,226133.721366,7500,225903.30000000002,0.0,65701.04156516283,160202.2584348372,0.41011307959735754,0.4317119382700708
34,20110411,000001.sh,30.546476000000002,7400,226043.9224,230.564800848,226274.487200848,14900,455142.49240000005,0.0,292014.95530404366,163127.5370959564,1.7901021526014453,0.421335049975306
35,20110425,000001.sh,29.694404000000006,-14900,-442446.6196000001,893.7421715920002,-441552.8774284081,0,0.0,148660.693651258,0.0,148660.693651258,0.0,0.4726535176477329
36,20110718,399673.sz,9.449188000000001,17800,168195.54640000002,171.559457328,168367.10585732802,17800,168195.54640000002,0.0,19274.68128038512,148920.8651196149,0.1294290176524524,0.4717306071911983
37,20110720,399673.sz,9.115583563636365,-17800,-162257.3874327273,327.75992261410914,-161929.62751011318,0,0.0,142643.3796862385,0.0,142643.3796862385,0.0,0.49399883277256484
38,20110829,399673.sz,9.511228000000001,15000,142668.42,145.52178840000002,142813.9417884,15000,142668.42,29.27348582423292,0.0,142697.69348582425,0.0,0.4938061645530696
