trade_date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
20181228,601669.SH,20181228,4.82,4.86,4.8,4.86,4.77,0.09,1.8868,173778.47,83983.604
20181227,601669.SH,20181227,4.8,4.84,4.73,4.77,4.76,0.01,0.2101,140835.9,67257.218
20181226,601669.SH,20181226,4.73,4.78,4.73,4.76,4.75,0.01,0.2105,102434.51,48693.45
20181225,601669.SH,20181225,4.85,4.85,4.68,4.75,4.87,-0.12,-2.4641,186706.25,88570.306
20181224,601669.SH,20181224,4.86,4.92,4.83,4.87,4.86,0.01,0.2058,119060.43,58114.79
20181221,601669.SH,20181221,4.88,4.9,4.83,4.86,4.89,-0.03,-0.6135,137736.78,67048.779
20181220,601669.SH,20181220,4.91,4.96,4.83,4.89,4.93,-0.04,-0.8114,210697.1,103114.759
20181219,601669.SH,20181219,5.01,5.02,4.91,4.93,5.01,-0.08,-1.5968,212958.65,105947.647
20181218,601669.SH,20181218,4.99,5.04,4.94,5.01,5.02,-0.01,-0.1992,277820.6,138652.621
20181217,601669.SH,20181217,4.94,5.04,4.94,5.02,4.95,0.07,1.4141,335767.34,167745.944
20181214,601669.SH,20181214,4.98,5.04,4.92,4.95,4.99,-0.04,-0.8016,525728.27,262130.859
20181213,601669.SH,20181213,4.86,5.06,4.84,4.99,4.84,0.15,3.0992,610483.0,303431.851
20181212,601669.SH,20181212,4.81,4.86,4.8,4.84,4.8,0.04,0.8333,184776.75,89194.796
20181211,601669.SH,20181211,4.82,4.84,4.77,4.8,4.82,-0.02,-0.4149,154142.3,74041.925
20181210,601669.SH,20181210,4.8,4.85,4.78,4.82,4.83,-0.01,-0.207,244263.49,117579.667
20181207,601669.SH,20181207,4.71,4.86,4.7,4.83,4.7,0.13,2.766,376279.49,180590.215
20181206,601669.SH,20181206,4.75,4.77,4.67,4.7,4.78,-0.08,-1.6736,185496.17,87472.3
20181205,601669.SH,20181205,4.77,4.8,4.75,4.78,4.83,-0.05,-1.0352,213457.9,101952.755
20181204,601669.SH,20181204,4.77,4.85,4.74,4.83,4.77,0.06,1.2579,389059.48,186969.084
20181203,601669.SH,20181203,4.78,4.81,4.73,4.77,4.71,0.06,1.2739,431805.51,205747.578
20181130,601669.SH,20181130,4.66,4.71,4.62,4.71,4.66,0.05,1.073,229763.01,107027.985
20181129,601669.SH,20181129,4.7,4.78,4.66,4.66,4.68,-0.02,-0.4274,313858.61,147610.651
20181128,601669.SH,20181128,4.67,4.7,4.61,4.68,4.66,0.02,0.4292,162822.81,75828.376
20181127,601669.SH,20181127,4.7,4.73,4.64,4.66,4.68,-0.02,-0.4274,157058.2,73595.255
20181126,601669.SH,20181126,4.7,4.78,4.66,4.68,4.71,-0.03,-0.6369,131824.56,61970.602
20181123,601669.SH,20181123,4.8,4.9,4.69,4.71,4.81,-0.1,-2.079,263658.77,126182.935
20181122,601669.SH,20181122,4.79,4.83,4.76,4.81,4.79,0.02,0.4175,175659.53,84313.668
20181121,601669.SH,20181121,4.76,4.82,4.74,4.79,4.8,-0.01,-0.2083,184753.54,88432.152
20181120,601669.SH,20181120,4.85,4.92,4.79,4.8,4.88,-0.08,-1.6393,290087.27,140852.749
20181119,601669.SH,20181119,4.83,4.88,4.8,4.88,4.83,0.05,1.0352,343607.91,166572.672
20181116,601669.SH,20181116,4.86,4.87,4.78,4.83,4.83,0.0,0.0,277206.85,133862.996
20181115,601669.SH,20181115,4.77,4.84,4.75,4.83,4.78,0.05,1.046,281142.32,135153.242
20181114,601669.SH,20181114,4.75,4.81,4.74,4.78,4.76,0.02,0.4202,302857.29,144549.468
20181113,601669.SH,20181113,4.66,4.78,4.64,4.76,4.7,0.06,1.2766,351963.14,166170.879
20181112,601669.SH,20181112,4.63,4.71,4.62,4.7,4.63,0.07,1.5119,226129.45,105599.388
20181109,601669.SH,20181109,4.72,4.72,4.6,4.63,4.73,-0.1,-2.1142,214244.74,99992.635
20181108,601669.SH,20181108,4.81,4.82,4.72,4.73,4.78,-0.05,-1.046,168086.0,80086.191
20181107,601669.SH,20181107,4.8,4.81,4.76,4.78,4.79,-0.01,-0.2088,203475.81,97391.454
20181106,601669.SH,20181106,4.82,4.82,4.74,4.79,4.82,-0.03,-0.6224,175053.84,83588.227
20181105,601669.SH,20181105,4.8,4.82,4.76,4.82,4.82,0.0,0.0,262373.99,125895.542
20181102,601669.SH,20181102,4.74,4.82,4.74,4.82,4.69,0.13,2.7719,446664.21,213572.233
20181101,601669.SH,20181101,4.76,4.84,4.68,4.69,4.73,-0.04,-0.8457,486458.35,231392.71
20181031,601669.SH,20181031,4.65,4.85,4.63,4.73,4.62,0.11,2.381,471503.92,223813.034
20181030,601669.SH,20181030,4.63,4.66,4.56,4.62,4.63,-0.01,-0.216,225525.99,104232.24
20181029,601669.SH,20181029,4.76,4.8,4.6,4.63,4.77,-0.14,-2.935,252621.55,118502.3
20181026,601669.SH,20181026,4.78,4.84,4.74,4.77,4.76,0.01,0.2101,190480.5,91088.357
20181025,601669.SH,20181025,4.73,4.78,4.68,4.76,4.84,-0.08,-1.6529,177393.78,83773.965
