trade_date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
20181228,002304.SZ,20181228,93.0,95.34,92.01,94.72,92.5,2.22,2.4,53101.65,498403.849
20181227,002304.SZ,20181227,94.2,94.77,92.5,92.5,92.94,-0.44,-0.4734,45546.11,426467.741
20181226,002304.SZ,20181226,93.01,94.49,92.67,92.94,93.62,-0.68,-0.7263,26033.37,242788.766
20181225,002304.SZ,20181225,91.93,93.65,91.89,93.62,93.5,0.12,0.1283,28856.39,267525.553
20181224,002304.SZ,20181224,93.0,94.7,91.63,93.5,93.5,0.0,0.0,27834.85,259574.3
20181221,002304.SZ,20181221,94.39,94.6,91.69,93.5,95.0,-1.5,-1.5789,54959.97,509342.841
20181220,002304.SZ,20181220,97.0,97.39,94.2,95.0,97.7,-2.7,-2.7636,43657.46,415128.877
20181219,002304.SZ,20181219,98.41,99.6,97.4,97.7,98.79,-1.09,-1.1034,34600.47,339747.672
20181218,002304.SZ,20181218,97.9,99.28,97.51,98.79,99.28,-0.49,-0.4936,33695.33,331401.421
20181217,002304.SZ,20181217,98.05,99.7,97.0,99.28,101.1,-1.82,-1.8002,50146.94,493594.619
20181214,002304.SZ,20181214,101.49,102.4,100.0,101.1,102.22,-1.12,-1.0957,29297.05,296212.501
20181213,002304.SZ,20181213,99.49,102.8,98.95,102.22,99.44,2.78,2.7957,46848.01,475860.006
20181212,002304.SZ,20181212,101.33,101.34,98.58,99.44,99.35,0.09,0.0906,26996.67,268155.434
20181211,002304.SZ,20181211,98.4,99.88,98.2,99.35,98.4,0.95,0.9654,38177.97,378659.508
20181210,002304.SZ,20181210,100.5,101.77,97.79,98.4,102.28,-3.88,-3.7935,43491.58,430939.635
20181207,002304.SZ,20181207,100.31,103.47,100.31,102.28,99.92,2.36,2.3619,38128.24,389324.484
20181206,002304.SZ,20181206,101.94,103.3,99.6,99.92,104.01,-4.09,-3.9323,40633.67,410191.9
20181205,002304.SZ,20181205,102.3,105.33,102.0,104.01,103.8,0.21,0.2023,46125.16,480305.251
20181204,002304.SZ,20181204,103.5,104.55,102.18,103.8,103.37,0.43,0.416,34713.98,359145.2
20181203,002304.SZ,20181203,104.0,105.52,102.31,103.37,100.18,3.19,3.1843,80720.95,838639.476
20181130,002304.SZ,20181130,98.55,101.07,97.0,100.18,97.55,2.63,2.6961,75626.64,756742.028
20181129,002304.SZ,20181129,98.45,100.61,97.49,97.55,96.91,0.64,0.6604,48825.73,482998.925
20181128,002304.SZ,20181128,94.55,96.98,93.88,96.91,93.5,3.41,3.6471,39898.93,382355.882
20181127,002304.SZ,20181127,95.47,95.47,92.7,93.5,94.54,-1.04,-1.1001,24711.04,231788.947
20181126,002304.SZ,20181126,96.5,96.5,94.2,94.54,95.5,-0.96,-1.0052,24776.14,236068.857
20181123,002304.SZ,20181123,97.9,98.0,95.26,95.5,97.68,-2.18,-2.2318,26273.79,252618.867
20181122,002304.SZ,20181122,97.5,98.0,96.4,97.68,97.04,0.64,0.6595,34511.98,336143.501
