trade_date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
20181228,601901.SH,20181228,5.14,5.37,5.12,5.31,5.14,0.17,3.3074,193303.77,101982.917
20181227,601901.SH,20181227,5.19,5.22,5.11,5.14,5.1,0.04,0.7843,101498.17,52313.218
20181226,601901.SH,20181226,5.0,5.15,5.0,5.1,5.03,0.07,1.3917,109308.64,55770.639
20181225,601901.SH,20181225,5.03,5.06,4.85,5.03,5.1,-0.07,-1.3725,133686.57,66351.708
20181224,601901.SH,20181224,5.11,5.15,5.09,5.1,5.12,-0.02,-0.3906,49756.65,25454.879
20181221,601901.SH,20181221,5.19,5.24,5.08,5.12,5.2,-0.08,-1.5385,86547.7,44484.806
20181220,601901.SH,20181220,5.1,5.27,5.09,5.2,5.16,0.04,0.7752,99032.81,51336.204
20181219,601901.SH,20181219,5.22,5.23,5.14,5.16,5.21,-0.05,-0.9597,55145.85,28585.224
20181218,601901.SH,20181218,5.18,5.27,5.15,5.21,5.25,-0.04,-0.7619,73842.43,38436.531
20181217,601901.SH,20181217,5.22,5.27,5.15,5.25,5.22,0.03,0.5747,85638.51,44617.478
20181214,601901.SH,20181214,5.36,5.39,5.21,5.22,5.39,-0.17,-3.154,116135.01,61494.974
20181213,601901.SH,20181213,5.35,5.46,5.3,5.39,5.36,0.03,0.5597,127311.31,68706.091
20181212,601901.SH,20181212,5.38,5.44,5.34,5.36,5.35,0.01,0.1869,75315.31,40515.641
20181211,601901.SH,20181211,5.35,5.39,5.31,5.35,5.33,0.02,0.3752,71391.06,38157.98
20181210,601901.SH,20181210,5.42,5.43,5.3,5.33,5.46,-0.13,-2.381,95051.13,50963.877
20181207,601901.SH,20181207,5.45,5.49,5.42,5.46,5.44,0.02,0.3676,75309.32,41070.547
20181206,601901.SH,20181206,5.53,5.55,5.41,5.44,5.61,-0.17,-3.0303,134517.78,73705.002
20181205,601901.SH,20181205,5.6,5.62,5.49,5.61,5.66,-0.05,-0.8834,169158.02,94079.554
20181204,601901.SH,20181204,5.63,5.68,5.6,5.66,5.61,0.05,0.8913,131162.64,73975.846
20181203,601901.SH,20181203,5.7,5.77,5.55,5.61,5.47,0.14,2.5594,246405.54,139387.612
20181130,601901.SH,20181130,5.41,5.48,5.3,5.47,5.43,0.04,0.7366,130607.47,70582.148
20181129,601901.SH,20181129,5.63,5.68,5.42,5.43,5.61,-0.18,-3.2086,156729.1,87214.557
20181128,601901.SH,20181128,5.45,5.63,5.42,5.61,5.49,0.12,2.1858,171104.29,95118.681
20181127,601901.SH,20181127,5.5,5.54,5.43,5.49,5.45,0.04,0.7339,103410.81,56739.979
20181126,601901.SH,20181126,5.49,5.54,5.42,5.45,5.47,-0.02,-0.3656,113097.74,61943.137
20181123,601901.SH,20181123,5.67,5.74,5.45,5.47,5.68,-0.21,-3.6972,195448.06,108796.888
20181122,601901.SH,20181122,5.74,5.77,5.6,5.68,5.72,-0.04,-0.6993,164254.72,93185.114
20181121,601901.SH,20181121,5.68,5.8,5.65,5.72,5.71,0.01,0.1751,185595.4,106190.038
20181120,601901.SH,20181120,5.86,5.96,5.7,5.71,5.95,-0.24,-4.0336,298352.64,173423.453
20181119,601901.SH,20181119,5.82,6.02,5.76,5.95,5.82,0.13,2.2337,464075.92,274557.595
20181116,601901.SH,20181116,5.7,5.97,5.66,5.82,5.69,0.13,2.2847,453158.71,263942.277
20181115,601901.SH,20181115,5.48,5.78,5.48,5.69,5.52,0.17,3.0797,422952.1,239598.921
20181114,601901.SH,20181114,5.54,5.64,5.49,5.52,5.56,-0.04,-0.7194,275273.41,153138.324
20181113,601901.SH,20181113,5.37,5.66,5.33,5.56,5.42,0.14,2.583,390299.87,215379.058
20181112,601901.SH,20181112,5.37,5.44,5.33,5.42,5.36,0.06,1.1194,147573.57,79649.826
20181109,601901.SH,20181109,5.44,5.45,5.35,5.36,5.38,-0.02,-0.3717,163620.69,88161.893
20181108,601901.SH,20181108,5.51,5.59,5.34,5.38,5.44,-0.06,-1.1029,198167.31,108481.768
20181107,601901.SH,20181107,5.51,5.59,5.41,5.44,5.56,-0.12,-2.1583,171701.11,94494.092
20181106,601901.SH,20181106,5.6,5.69,5.48,5.56,5.63,-0.07,-1.2433,203282.75,113313.789
20181105,601901.SH,20181105,5.56,5.65,5.51,5.63,5.58,0.05,0.8961,253337.11,141455.242
20181102,601901.SH,20181102,5.54,5.65,5.5,5.58,5.5,0.08,1.4545,256951.03,143057.212
20181101,601901.SH,20181101,5.42,5.83,5.42,5.5,5.44,0.06,1.1029,368261.44,207362.198
20181031,601901.SH,20181031,5.49,5.6,5.37,5.44,5.5,-0.06,-1.0909,232885.85,127535.216
20181030,601901.SH,20181030,5.33,5.64,5.2,5.5,5.29,0.21,3.9698,361230.71,197400.981
20181029,601901.SH,20181029,5.3,5.44,5.25,5.29,5.36,-0.07,-1.306,146619.69,78399.686
20181026,601901.SH,20181026,5.49,5.53,5.32,5.36,5.49,-0.13,-2.3679,253986.22,137256.72
20181025,601901.SH,20181025,5.11,5.49,5.08,5.49,5.3,0.19,3.5849,383344.06,204516.701
20181024,601901.SH,20181024,5.16,5.5,5.1,5.3,5.23,0.07,1.3384,354827.17,188367.62
20181023,601901.SH,20181023,5.5,5.55,5.17,5.23,5.28,-0.05,-0.947,453538.48,243170.725
20181022,601901.SH,20181022,4.8,5.28,4.8,5.28,4.8,0.48,10.0,414390.62,214265.785
20181019,601901.SH,20181019,4.5,4.8,4.48,4.8,4.63,0.17,3.6717,230485.55,107940.048
20181018,601901.SH,20181018,4.56,4.75,4.54,4.63,4.56,0.07,1.5351,201169.0,93562.799
20181017,601901.SH,20181017,4.58,4.6,4.44,4.56,4.48,0.08,1.7857,121120.81,54795.227
20181016,601901.SH,20181016,4.5,4.59,4.43,4.48,4.47,0.01,0.2237,112880.38,51029.017
20181015,601901.SH,20181015,4.57,4.63,4.47,4.47,4.54,-0.07,-1.5419,108389.52,49310.851
20181012,601901.SH,20181012,4.79,4.79,4.46,4.54,4.79,-0.25,-5.2192,179992.98,83028.861
20181011,601901.SH,20181011,5.13,5.14,4.74,4.79,5.27,-0.48,-9.1082,223508.77,109789.387
20181010,601901.SH,20181010,5.31,5.32,5.25,5.27,5.29,-0.02,-0.3781,57946.6,30625.192
20181009,601901.SH,20181009,5.31,5.38,5.27,5.29,5.31,-0.02,-0.3766,60125.99,31997.401
20181008,601901.SH,20181008,5.46,5.47,5.3,5.31,5.52,-0.21,-3.8043,94408.76,50759.189
20180928,601901.SH,20180928,5.45,5.55,5.45,5.52,5.46,0.06,1.0989,65224.0,35957.093
20180927,601901.SH,20180927,5.53,5.57,5.46,5.46,5.51,-0.05,-0.9074,82257.01,45266.294
20180926,601901.SH,20180926,5.54,5.59,5.5,5.51,5.5,0.01,0.1818,91768.38,50859.29
20180925,601901.SH,20180925,5.55,5.58,5.45,5.5,5.56,-0.06,-1.0791,70907.03,39068.312
20180921,601901.SH,20180921,5.48,5.59,5.42,5.56,5.47,0.09,1.6453,108924.49,60166.042
20180920,601901.SH,20180920,5.48,5.54,5.44,5.47,5.48,-0.01,-0.1825,63266.23,34638.611
20180919,601901.SH,20180919,5.41,5.53,5.4,5.48,5.44,0.04,0.7353,101937.43,55838.02
20180918,601901.SH,20180918,5.2,5.45,5.2,5.44,5.2,0.24,4.6154,144519.15,77089.35
20180917,601901.SH,20180917,5.42,5.44,5.2,5.2,5.43,-0.23,-4.2357,129775.53,68807.536
20180914,601901.SH,20180914,5.46,5.48,5.42,5.43,5.46,-0.03,-0.5495,49234.0,26805.515
20180913,601901.SH,20180913,5.49,5.5,5.42,5.46,5.43,0.03,0.5525,64909.2,35406.431
20180912,601901.SH,20180912,5.42,5.48,5.38,5.43,5.42,0.01,0.1845,65007.78,35309.18
20180911,601901.SH,20180911,5.43,5.49,5.36,5.42,5.45,-0.03,-0.5505,117415.02,63634.859
20180910,601901.SH,20180910,5.87,5.89,5.41,5.45,5.86,-0.41,-6.9966,271269.22,150878.24
20180907,601901.SH,20180907,5.87,5.94,5.83,5.86,5.87,-0.01,-0.1704,58633.55,34531.941
20180906,601901.SH,20180906,5.88,5.92,5.85,5.87,5.88,-0.01,-0.1701,61082.66,35939.727
20180905,601901.SH,20180905,5.94,5.97,5.88,5.88,5.95,-0.07,-1.1765,59412.02,35234.141
20180904,601901.SH,20180904,5.89,5.96,5.86,5.95,5.9,0.05,0.8475,86457.28,51213.008
20180903,601901.SH,20180903,5.99,6.0,5.83,5.9,5.96,-0.06,-1.0067,86029.91,50803.025
20180831,601901.SH,20180831,5.94,5.99,5.92,5.96,5.94,0.02,0.3367,84890.51,50568.366
20180830,601901.SH,20180830,6.02,6.06,5.93,5.94,6.05,-0.11,-1.8182,74583.4,44723.501
20180829,601901.SH,20180829,6.06,6.08,6.01,6.05,6.07,-0.02,-0.3295,67933.53,41051.708
20180828,601901.SH,20180828,6.11,6.12,6.03,6.07,6.09,-0.02,-0.3284,88558.48,53721.063
20180827,601901.SH,20180827,6.01,6.11,6.01,6.09,6.02,0.07,1.1628,161604.4,98044.169
20180824,601901.SH,20180824,5.95,6.07,5.9,6.02,5.97,0.05,0.8375,118366.21,71033.403
