trade_date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
20181228,601618.SH,20181228,3.09,3.12,3.08,3.11,3.1,0.01,0.3226,136407.14,42309.3
20181227,601618.SH,20181227,3.1,3.12,3.06,3.1,3.08,0.02,0.6494,167073.76,51565.417
20181226,601618.SH,20181226,3.07,3.08,3.06,3.08,3.08,0.0,0.0,110622.36,33967.373
20181225,601618.SH,20181225,3.1,3.1,3.04,3.08,3.11,-0.03,-0.9646,215024.37,65902.644
20181224,601618.SH,20181224,3.1,3.14,3.09,3.11,3.12,-0.01,-0.3205,128754.08,40113.405
20181221,601618.SH,20181221,3.13,3.13,3.09,3.12,3.13,-0.01,-0.3195,135175.34,42002.229
20181220,601618.SH,20181220,3.18,3.18,3.11,3.13,3.17,-0.04,-1.2618,213235.64,66809.03
20181219,601618.SH,20181219,3.21,3.21,3.16,3.17,3.18,-0.01,-0.3145,156828.78,49929.983
20181218,601618.SH,20181218,3.21,3.21,3.16,3.18,3.21,-0.03,-0.9346,253713.89,80902.848
20181217,601618.SH,20181217,3.18,3.22,3.16,3.21,3.17,0.04,1.2618,301831.81,96588.492
20181214,601618.SH,20181214,3.18,3.22,3.16,3.17,3.19,-0.02,-0.627,464033.38,148004.666
20181213,601618.SH,20181213,3.15,3.23,3.13,3.19,3.14,0.05,1.5924,491891.7,157149.028
20181212,601618.SH,20181212,3.12,3.15,3.11,3.14,3.11,0.03,0.9646,143449.71,44949.781
20181211,601618.SH,20181211,3.13,3.13,3.1,3.11,3.11,0.0,0.0,106461.84,33152.479
20181210,601618.SH,20181210,3.12,3.14,3.1,3.11,3.14,-0.03,-0.9554,156720.63,48866.458
20181207,601618.SH,20181207,3.1,3.14,3.09,3.14,3.09,0.05,1.6181,190972.83,59579.521
20181206,601618.SH,20181206,3.12,3.13,3.09,3.09,3.13,-0.04,-1.278,172624.58,53559.508
20181205,601618.SH,20181205,3.12,3.14,3.1,3.13,3.16,-0.03,-0.9494,201180.87,62955.753
20181204,601618.SH,20181204,3.13,3.17,3.11,3.16,3.13,0.03,0.9585,355420.08,111875.576
20181203,601618.SH,20181203,3.14,3.16,3.11,3.13,3.1,0.03,0.9677,443486.35,138926.256
20181130,601618.SH,20181130,3.07,3.1,3.05,3.1,3.08,0.02,0.6494,291709.91,89660.368
20181129,601618.SH,20181129,3.1,3.14,3.07,3.08,3.09,-0.01,-0.3236,352334.7,109159.101
20181128,601618.SH,20181128,3.07,3.1,3.06,3.09,3.07,0.02,0.6515,195255.89,60194.882
20181127,601618.SH,20181127,3.08,3.1,3.06,3.07,3.07,0.0,0.0,193039.76,59456.77
20181126,601618.SH,20181126,3.09,3.11,3.06,3.07,3.1,-0.03,-0.9677,228205.12,70362.916
20181123,601618.SH,20181123,3.16,3.18,3.08,3.1,3.16,-0.06,-1.8987,344527.61,107561.291
20181122,601618.SH,20181122,3.17,3.18,3.15,3.16,3.18,-0.02,-0.6289,216715.39,68584.317
20181121,601618.SH,20181121,3.16,3.19,3.15,3.18,3.19,-0.01,-0.3135,332550.38,105259.542
20181120,601618.SH,20181120,3.23,3.28,3.18,3.19,3.25,-0.06,-1.8462,490058.6,158355.486
20181119,601618.SH,20181119,3.24,3.27,3.22,3.25,3.23,0.02,0.6192,433001.99,140314.359
20181116,601618.SH,20181116,3.25,3.25,3.22,3.23,3.24,-0.01,-0.3086,443076.95,143395.188
20181115,601618.SH,20181115,3.2,3.27,3.19,3.24,3.2,0.04,1.25,439784.21,142253.699
20181114,601618.SH,20181114,3.21,3.25,3.19,3.2,3.22,-0.02,-0.6211,463882.35,149375.301
