,date,date_str,open,high,low,close,long_wave,short_wave,long_high,short_low,state,key_prices
0,736194.0,20160818,27.91,33.49,27.91,33.49,5.580000000000002,5.580000000000002,33.49,27.91,0,0.0
1,736195.0,20160819,36.84,36.84,36.84,36.84,5.580000000000002,5.580000000000002,33.49,27.91,0,0.0
2,736198.0,20160822,40.52,40.52,40.52,40.52,4.185000000000001,3.720000000000001,36.84,27.91,0,0.0
3,736199.0,20160823,44.57,44.57,44.57,44.57,2.790000000000001,3.348000000000001,40.52,27.91,0,0.0
4,736200.0,20160824,49.03,49.03,49.03,49.03,3.1885714285714295,2.2320000000000007,44.57,27.91,0,0.0
5,736201.0,20160825,53.93,53.93,53.93,53.93,2.3914285714285723,3.348000000000001,49.03,27.91,0,0.0
6,736202.0,20160826,59.32,59.32,59.32,59.32,1.5942857142857148,2.790000000000001,53.93,27.91,0,0.0
7,736205.0,20160829,65.25,65.25,65.25,65.25,3.1885714285714295,1.8600000000000005,59.32,27.91,0,0.0
8,736206.0,20160830,71.78,71.78,71.78,71.78,2.7900000000000014,1.6740000000000006,65.25,27.91,0,0.0
9,736207.0,20160831,78.96,78.96,78.96,78.96,2.0925000000000007,1.1160000000000003,71.78,27.91,0,0.0
10,736208.0,20160901,86.86,86.86,86.86,86.86,1.3950000000000007,3.0690000000000013,78.96,27.91,0,0.0
11,736209.0,20160902,95.55,95.55,95.55,95.55,1.5942857142857148,2.790000000000001,86.86,27.91,0,0.0
12,736212.0,20160905,105.11,105.11,105.11,105.11,1.1957142857142862,1.8600000000000005,95.55,27.91,0,0.0
13,736213.0,20160906,115.62,115.62,115.62,115.62,0.7971428571428574,1.6740000000000006,105.11,27.91,0,0.0
14,736214.0,20160907,127.18,127.18,127.18,127.18,2.989285714285715,1.1160000000000003,115.62,27.91,0,0.0
15,736215.0,20160908,139.9,139.9,139.9,139.9,2.7900000000000014,1.6740000000000006,127.18,27.91,0,0.0
16,736216.0,20160909,153.89,153.89,153.89,153.89,2.0925000000000007,1.3950000000000005,139.9,27.91,0,0.0
17,736219.0,20160912,169.28,169.28,169.28,169.28,1.3950000000000007,0.9300000000000003,153.89,27.91,0,0.0
18,736220.0,20160913,183.79,183.79,168.33,171.34,1.5942857142857148,0.8370000000000003,169.28,27.91,0,0.0
19,736221.0,20160914,177.08,188.47,177.01,177.97,1.7478571428571426,1.330999999999999,183.79,27.91,0,0.0
20,736401.0,20170313,195.77,195.77,195.77,195.77,1.7585714285714285,1.6249999999999993,188.47,27.91,0,0.0
21,736402.0,20170314,215.35,215.35,215.35,215.35,2.5557142857142856,1.3459999999999994,195.77,36.84,0,0.0
22,736403.0,20170315,236.89,236.89,230.0,236.89,2.3564285714285718,1.3459999999999994,215.35,40.52,0,0.0
23,736404.0,20170316,239.88,254.87,233.01,245.88,2.2537499999999993,1.6904999999999988,236.89,44.57,0,0.0
24,736405.0,20170317,243.5,244.53,221.29,224.76,2.6857142857142855,2.783499999999999,254.87,49.03,0,0.0
25,736408.0,20170320,220.12,227.77,213.71,215.85,3.615357142857143,3.9455,254.87,53.93,0,0.0
26,736409.0,20170321,216.88,224.44,216.0,217.07,3.918214285714286,4.6485,254.87,59.32,0,0.0
27,736410.0,20170322,213.0,230.6,212.0,228.48,4.020357142857143,5.0705,254.87,65.25,0,0.0
28,736411.0,20170323,228.5,230.57,205.63,205.76,5.0227272727272725,6.0005,254.87,71.78,0,0.0
29,736412.0,20170324,203.0,211.88,203.0,206.42,5.374727272727273,7.2475,254.87,78.96,0,0.0
30,736415.0,20170327,210.67,227.0,209.0,215.45,4.851363636363637,7.6915,254.87,86.86,0,0.0
31,736416.0,20170328,215.45,231.0,212.36,225.09,4.493818181818182,8.5915,254.87,95.55,0,0.0
32,736417.0,20170329,220.93,221.0,208.75,215.2,5.028389610389611,9.523499999999997,254.87,105.11,0,0.0
33,736418.0,20170330,220.0,227.0,215.88,223.83,4.859792207792208,10.135999999999997,254.87,115.62,0,0.0
34,736419.0,20170331,220.0,224.86,207.0,210.1,4.67064935064935,10.691999999999998,254.87,127.18,0,0.0
35,736424.0,20170405,204.89,209.89,197.01,206.01,5.778025974025974,11.584999999999999,254.87,139.9,0,0.0
36,736425.0,20170406,207.5,210.8,203.01,209.6,5.816545454545455,12.229,254.87,153.89,0,0.0
37,736426.0,20170407,208.0,222.77,205.0,215.03,5.615772727272727,12.618500000000001,254.87,168.33,0,0.0
38,736429.0,20170410,211.52,213.0,197.01,204.06,5.596454545454546,13.507,254.87,168.33,0,0.0
39,736431.0,20170412,197.0,199.91,183.65,183.65,5.985012987012988,13.533500000000004,254.87,177.01,0,0.0
40,736432.0,20170413,179.9,186.7,177.5,179.49,6.084987012987013,13.773500000000002,254.87,183.65,0,0.0
41,736433.0,20170414,179.57,181.8,176.31,177.9,6.056597402597403,14.233500000000001,254.87,177.5,0,0.0
42,736436.0,20170417,165.0,179.08,165.0,178.53,7.1854545454545455,14.508,254.87,176.31,0,0.0
43,736437.0,20170418,178.0,185.0,175.64,176.56,7.340000000000001,14.867500000000001,254.87,165.0,0,0.0
44,736438.0,20170419,177.99,182.51,171.33,181.5,7.1804545454545465,14.242500000000001,254.87,165.0,0,0.0
45,736439.0,20170420,181.05,184.68,177.13,180.09,7.054,13.639500000000002,254.87,165.0,0,0.0
46,736440.0,20170421,182.98,182.98,172.88,174.9,7.285480519480521,13.314000000000002,254.87,165.0,0,0.0
47,736443.0,20170424,173.11,177.5,168.24,174.99,7.280701298701299,13.397000000000002,254.87,165.0,0,0.0
48,736444.0,20170425,175.0,177.99,173.44,174.58,7.260649350649352,12.930000000000001,254.87,165.0,0,0.0
