,date,date_str,open,high,low,close,long_wave,short_wave,long_high,short_low,state,key_prices
0,736737.0,20180212,94.48,113.37,94.48,113.37,18.89,18.89,113.37,94.48,0,0
1,736738.0,20180213,112.98,112.98,102.03,102.03,18.89,18.89,113.37,94.48,0,0
2,736739.0,20180214,91.83,104.2,91.83,96.15,16.905,16.243333333333336,113.37,94.48,0,0
3,736747.0,20180222,93.0,94.18,88.0,91.08,15.275000000000002,15.998000000000001,113.37,91.83,0,0
4,736748.0,20180223,89.96,92.95,89.01,90.28,15.00857142857143,13.456000000000003,113.37,88.0,0,0
5,736751.0,20180226,91.8,92.49,90.3,91.39,12.872857142857145,14.678000000000003,113.37,88.0,0,0
6,736752.0,20180227,90.5,90.5,88.05,88.53,10.487142857142858,13.008000000000001,113.37,88.0,0,0
7,736753.0,20180228,86.0,86.04,81.6,81.91,13.514285714285716,10.834666666666669,113.37,88.0,0,0
8,736754.0,20180301,80.5,83.44,80.1,82.31,12.482142857142861,9.919000000000002,113.37,81.6,0,0
9,736755.0,20180302,81.39,82.99,80.8,80.89,10.94607142857143,8.364000000000003,113.37,80.1,0,0
10,736758.0,20180305,80.8,81.55,80.02,81.12,9.403928571428574,12.792000000000002,113.37,80.1,0,0
11,736759.0,20180306,81.05,83.3,80.6,82.05,8.93857142857143,11.924000000000001,113.37,80.02,0,0
12,736760.0,20180307,81.5,82.1,80.52,80.78,7.782142857142859,10.18816666666667,113.37,80.02,0,0
13,736761.0,20180308,80.2,81.5,80.1,80.98,6.545714285714288,9.526000000000002,113.37,80.02,0,0
14,736762.0,20180309,80.88,82.98,80.81,82.44,12.093214285714287,8.016000000000002,113.37,80.02,0,0
15,736765.0,20180312,82.76,86.35,81.65,85.02,11.496071428571431,8.538500000000003,113.37,80.02,0,0
16,736766.0,20180313,84.08,84.58,82.51,82.53,10.280357142857143,7.829000000000002,113.37,80.02,0,0
17,736767.0,20180314,82.03,84.2,81.92,82.96,9.0975,6.7233333333333345,113.37,80.02,0,0
18,736768.0,20180315,82.21,82.7,78.72,80.09,8.825000000000001,6.157500000000001,113.37,80.02,0,0
19,736769.0,20180316,80.9,81.47,79.7,79.86,7.75857142857143,5.412000000000001,113.37,78.72,0,0
20,736772.0,20180319,79.35,81.44,78.73,80.69,6.550714285714286,4.556000000000001,113.37,78.72,0,0
21,736773.0,20180320,79.74,80.28,79.0,79.79,8.073571428571428,3.7470000000000008,113.37,78.72,0,0
22,736774.0,20180321,79.97,80.89,78.89,79.04,7.444642857142859,3.2635000000000005,113.37,78.72,0,0
23,736775.0,20180322,79.35,79.5,77.89,77.97,6.628750000000001,2.745,113.37,78.72,0,0
24,736776.0,20180323,75.0,75.1,70.17,70.18,5.836964285714286,2.5164999999999997,113.37,77.89,0,0
25,736779.0,20180326,68.6,69.57,65.52,68.93,5.725714285714285,2.566,113.37,70.17,0,0
26,736780.0,20180327,69.35,73.38,69.35,71.71,5.195714285714287,2.659,113.37,65.52,0,0
27,736781.0,20180328,70.5,71.19,69.74,70.0,4.665,2.7379999999999995,113.37,65.52,0,0
28,736782.0,20180329,70.38,72.47,70.38,71.89,11.331090909090909,2.588499999999999,113.37,65.52,0,0
29,736783.0,20180330,72.0,72.75,71.39,72.0,11.025636363636366,2.525999999999999,113.37,65.52,0,0
30,736786.0,20180402,74.31,75.5,72.22,72.64,9.876818181818182,2.4844999999999993,113.37,65.52,0,0
31,736787.0,20180403,71.0,71.48,70.11,70.61,8.911363636363637,2.571999999999999,113.37,65.52,0,0
32,736788.0,20180404,70.91,77.67,70.9,76.24,8.693116883116884,2.505499999999999,113.37,65.52,0,0
33,736793.0,20180409,75.06,77.88,74.66,76.87,7.696129870129872,2.7649999999999992,113.37,65.52,0,0
34,736794.0,20180410,76.88,81.81,76.83,79.05,6.543688311688312,2.855999999999999,113.37,65.52,0,0
35,736795.0,20180411,79.0,80.5,77.81,77.99,8.075740259740261,2.996499999999999,113.37,65.52,0,0
36,736796.0,20180412,77.58,81.32,77.33,80.95,7.537233766233768,2.8959999999999995,113.37,65.52,0,0
37,736797.0,20180413,81.05,81.48,79.51,80.6,6.79498051948052,2.9919999999999995,113.37,65.52,0,0
38,736800.0,20180416,88.6,88.65,86.0,86.78,6.0339285714285715,2.9764999999999993,113.37,65.52,0,0
39,736801.0,20180417,87.0,88.5,84.08,86.37,5.825844155844156,2.9099999999999993,113.37,65.52,0,0
40,736802.0,20180418,87.16,91.48,85.31,89.72,5.289415584415585,3.0424999999999995,113.37,65.52,0,0
41,736803.0,20180419,89.0,90.9,88.54,88.88,4.765896103896105,3.2155,113.37,65.52,0,0
42,736804.0,20180420,89.5,89.61,82.21,82.83,7.383090909090909,3.2695,113.37,65.52,0,0
43,736807.0,20180423,82.05,85.23,81.98,84.13,7.174181818181818,3.5395000000000003,113.37,65.52,0,0
44,736808.0,20180424,84.36,88.79,83.52,88.27,6.565,3.6215,113.37,65.52,0,0
45,736809.0,20180425,87.59,89.0,85.86,86.57,6.050636363636365,3.6385000000000014,113.37,65.52,0,0
46,736810.0,20180426,86.84,86.84,83.01,83.1,5.9323896103896105,3.5930000000000013,113.37,69.35,0,0
47,736811.0,20180427,83.43,84.5,81.73,83.55,5.425584415584416,3.583000000000001,113.37,69.74,0,0
48,736816.0,20180502,84.9,88.88,84.9,87.28,4.872233766233768,3.649000000000001,113.37,70.11,0,0
49,736817.0,20180503,87.01,88.5,85.35,87.82,5.517818181818182,3.7435,113.37,70.11,0,0
